,ranking,World Rank,University,Impact Rank*,Openness Rank*,Excellence Rank*,scopus_link,affiliationID,other_names,articles_category,street,state,number_authors,number_aff_only,number_aff_whole,authors_link,aff_only_link,aff_whole_link,EterID
53,59,1404,Università degli Studi di Bergamo,2152,1101,1747,https://www.scopus.com/affil/profile.uri?afid=60005254,60005254.0,"['University Of Bergamo', 'Università Degli Studi Di Bergamo', 'Università Di Bergamo', 'Bergamo University', 'Università Statale Di Bergamo', 'Universita Degli Studi Di Bergamo', 'Universita Di Bergamo', 'Universitá Degli Studi Di Bergamo', 'Univ. Degli Studi Di Bergamo']","{'Engineering': 2262, 'Chemical Engineering': 268, 'Computer Science': 1665, 'Chemistry': 198, 'Mathematics': 1210, 'Biochemistry, Genetics and Molecular Biology': 170, 'Social Sciences': 1185, 'Earth and Planetary Sciences': 170, 'Business, Management and Accounting': 1106, 'Neuroscience': 136, 'Physics and Astronomy': 998, 'Multidisciplinary': 67, 'Economics, Econometrics and Finance': 832, 'Agricultural and Biological Sciences': 66, 'Arts and Humanities': 756, 'Health Professions': 44, 'Medicine': 546, 'Nursing': 26, 'Decision Sciences': 543, 'Pharmacology, Toxicology and Pharmaceutics': 25, 'Materials Science': 529, 'Immunology and Microbiology': 10, 'Psychology': 395, 'Veterinary': 3, 'Energy': 366, 'Dentistry': 1}","Via Salvecchio 19, Bergamo",Bergamo,1106.0,7541.0,"7,541",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60005254&st1=Università%degli%Studi%di%Bergamo&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60005254&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60005254&st1=Università degli Studi di Bergamo&origin=AffiliationProfile,IT0008
54,60,1491,Universita degli Studi Magna Graecia di Catanzaro,7123,651,872,https://www.scopus.com/affil/profile.uri?afid=60069616,60069616.0,"['Magna Graecia University', 'University Magna Graecia Of Catanzaro', 'University Of Catanzaro', 'University Magna Graecia', 'Magna Graecia University Of Catanzaro', 'University Magna Græcia Of Catanzaro', 'University “magna Graecia” Of Catanzaro', 'University Of Magna Graecia', 'University Magna Græcia', 'Magna Græcia University']","{'Medicine': 7438, 'Multidisciplinary': 249, 'Biochemistry, Genetics and Molecular Biology': 2940, 'Mathematics': 228, 'Pharmacology, Toxicology and Pharmaceutics': 1138, 'Psychology': 196, 'Neuroscience': 1063, 'Health Professions': 190, 'Chemistry': 691, 'Dentistry': 124, 'Engineering': 691, 'Veterinary': 124, 'Computer Science': 661, 'Environmental Science': 123, 'Immunology and Microbiology': 557, 'Arts and Humanities': 102, 'Chemical Engineering': 418, 'Business, Management and Accounting': 95, 'Agricultural and Biological Sciences': 399, 'Economics, Econometrics and Finance': 79, 'Physics and Astronomy': 372, 'Decision Sciences': 51, 'Materials Science': 353, 'Energy': 29, 'Social Sciences': 298, 'Earth and Planetary Sciences': 15}","Campus ""Salvatore Venuta"", Viale Europa, Catanzaro",Catanzaro,2213.0,11503.0,"11,503",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60069616&st1=Università%degli%studi%Magna%Graecia%di%Catanzaro&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60069616&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60069616&st1=Università degli studi Magna Graecia di Catanzaro&origin=AffiliationProfile,IT0020
55,61,1507,Università Campus Bio Medico di Roma,5932,894,999,https://www.scopus.com/affil/profile.uri?afid=60005308,60005308.0,"['University Campus Bio-medico', 'Università Campus Bio-medico Di Roma', 'Campus Bio-medico University', 'Campus Bio-medico University Of Rome', 'University Campus Bio-medico Of Rome', 'Università Campus Bio-medico', 'Campus Biomedico University', 'University Campus Biomedico', 'Università Campus Biomedico', 'Campus Biomedico']","{'Medicine': 5761, 'Environmental Science': 150, 'Biochemistry, Genetics and Molecular Biology': 2175, 'Multidisciplinary': 149, 'Engineering': 1000, 'Health Professions': 140, 'Neuroscience': 699, 'Social Sciences': 127, 'Computer Science': 687, 'Psychology': 99, 'Chemistry': 531, 'Arts and Humanities': 75, 'Immunology and Microbiology': 486, 'Energy': 69, 'Physics and Astronomy': 460, 'Decision Sciences': 38, 'Pharmacology, Toxicology and Pharmaceutics': 445, 'Business, Management and Accounting': 34, 'Agricultural and Biological Sciences': 263, 'Earth and Planetary Sciences': 19, 'Mathematics': 255, 'Veterinary': 14, 'Chemical Engineering': 247, 'Dentistry': 11, 'Nursing': 246, 'Economics, Econometrics and Finance': 10}","Via Longoni 83, Rome",Roma,1590.0,8635.0,"8,641",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60005308&st1=Università%Campus%Bio-Medico%di%Roma&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60005308&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60005308&origin=AffiliationProfile,IT0067
56,62,1541,Università degli Studi del Molise,4737,1191,1213,https://www.scopus.com/affil/profile.uri?afid=60014096,60014096.0,"['University Of Molise', 'Università Degli Studi Del Molise', 'Università Del Molise', 'Universita Degli Studi Del Molise', 'Univ. Degli Studi Del Molise', 'Molise University', 'Universita Del Molise']","{'Medicine': 2281, 'Materials Science': 244, 'Agricultural and Biological Sciences': 1995, 'Mathematics': 233, 'Biochemistry, Genetics and Molecular Biology': 1493, 'Neuroscience': 198, 'Environmental Science': 891, 'Business, Management and Accounting': 184, 'Engineering': 672, 'Energy': 174, 'Chemistry': 669, 'Economics, Econometrics and Finance': 172, 'Computer Science': 579, 'Health Professions': 158, 'Social Sciences': 575, 'Veterinary': 137, 'Immunology and Microbiology': 478, 'Nursing': 108, 'Earth and Planetary Sciences': 421, 'Multidisciplinary': 107, 'Pharmacology, Toxicology and Pharmaceutics': 337, 'Psychology': 98, 'Physics and Astronomy': 304, 'Decision Sciences': 72, 'Chemical Engineering': 268, 'Dentistry': 13}","Via Francesco De Sanctis, 1, Campobasso",Campobasso,1044.0,7683.0,"7,683",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60014096&st1=Università%degli%Studi%del%Molise&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60014096&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60014096&st1=Università degli Studi del Molise&origin=AffiliationProfile,IT0015
57,64,1693,Università degli Studi Mediterranea di Reggio Calabria,4828,1380,1381,https://www.scopus.com/affil/profile.uri?afid=60020167,60020167.0,"['University Of Reggio Calabria', 'University Mediterranea Of Reggio Calabria', 'Università Mediterranea Di Reggio Calabria', 'Mediterranea University Of Reggio Calabria', 'Mediterranean University Of Reggio Calabria', 'Università Degli Studi Mediterranea Di Reggio Calabria', 'Università Di Reggio Calabria', 'Mediterranea University', 'University “mediterranea” Of Reggio Calabria', 'Università Mediterranea']","{'Engineering': 2891, 'Chemical Engineering': 319, 'Computer Science': 1909, 'Immunology and Microbiology': 170, 'Agricultural and Biological Sciences': 1395, 'Business, Management and Accounting': 156, 'Mathematics': 1111, 'Pharmacology, Toxicology and Pharmaceutics': 156, 'Physics and Astronomy': 1049, 'Arts and Humanities': 152, 'Environmental Science': 907, 'Economics, Econometrics and Finance': 149, 'Materials Science': 728, 'Neuroscience': 90, 'Social Sciences': 679, 'Multidisciplinary': 48, 'Biochemistry, Genetics and Molecular Biology': 649, 'Health Professions': 43, 'Medicine': 637, 'Nursing': 35, 'Chemistry': 537, 'Veterinary': 20, 'Energy': 464, 'Dentistry': 13, 'Earth and Planetary Sciences': 397, 'Psychology': 11}","Via Zecca 4, Reggio Calabria",Reggio Di Calabria,1247.0,8202.0,"8,202",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60020167&st1=Università%degli%Studi%di%Reggio%Calabria&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60020167&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60020167&st1=Università degli Studi di Reggio Calabria&origin=AffiliationProfile,IT0061
58,65,1712,Università degli Studi del Sannio,4988,1280,1408,https://www.scopus.com/affil/profile.uri?afid=60004300,60004300.0,"['University Of Sannio', 'Università Del Sannio', 'Università Degli Studi Del Sannio', 'University Of Sannio At Benevento', 'Universitá Del Sannio', 'Universita Degli Studi Del Sannio', 'Universita Del Sannio', 'Univ. Degli Studi Del Sannio', 'Sannio University', 'Univ. Of Sannio']","{'Engineering': 2718, 'Economics, Econometrics and Finance': 269, 'Computer Science': 2053, 'Decision Sciences': 241, 'Physics and Astronomy': 1750, 'Chemical Engineering': 240, 'Mathematics': 1213, 'Arts and Humanities': 96, 'Earth and Planetary Sciences': 762, 'Multidisciplinary': 91, 'Materials Science': 727, 'Neuroscience': 87, 'Biochemistry, Genetics and Molecular Biology': 651, 'Pharmacology, Toxicology and Pharmaceutics': 76, 'Environmental Science': 527, 'Immunology and Microbiology': 66, 'Energy': 489, 'Nursing': 25, 'Social Sciences': 448, 'Health Professions': 24, 'Business, Management and Accounting': 418, 'Psychology': 22, 'Chemistry': 408, 'Veterinary': 15, 'Medicine': 398, 'Dentistry': 2}","Piazza Guerrazzi 1, Benevento",Benevento,829.0,7899.0,"7,899",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60004300&st1=Università%degli%Studi%del%Sannio&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60004300&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60004300&st1=Università degli Studi del Sannio&origin=AffiliationProfile,IT0006
59,66,2089,Gran Sasso Science Institute,7571,2035,1352,https://www.scopus.com/affil/profile.uri?afid=60136210,60136210.0,"['Gran Sasso Science Institute', 'Gran Sasso Science Institute (gssi)', 'Gran Sasso Science Institute (infn)', 'Gssi - Gran Sasso Science Institute', 'Gssi-gran Sasso Science Institute', 'Gran, Sasso Science Institute', 'Infn - Gran Sasso Science Institute', 'Gran, Sasso Science Institute (gssi)']","{'Physics and Astronomy': 1630, 'Decision Sciences': 44, 'Mathematics': 637, 'Medicine': 27, 'Computer Science': 603, 'Chemistry': 25, 'Earth and Planetary Sciences': 379, 'Energy': 21, 'Engineering': 352, 'Arts and Humanities': 20, 'Social Sciences': 272, 'Chemical Engineering': 17, 'Multidisciplinary': 108, 'Biochemistry, Genetics and Molecular Biology': 14, 'Economics, Econometrics and Finance': 105, 'Veterinary': 10, 'Environmental Science': 75, 'Agricultural and Biological Sciences': 9, 'Business, Management and Accounting': 72, 'Nursing': 2}","viale Francesco Crispi, 7, L'Aquila",L'Aquila,238.0,2894.0,"2,894",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60136210&st1=Gran%Sasso%Science%Institute&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60136210&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60136210&st1=Gran Sasso Science Institute&origin=AffiliationProfile,IT0249
60,67,2144,Università degli Studi di Teramo,5605,1491,2011,https://www.scopus.com/affil/profile.uri?afid=60019089,60019089.0,"['University Of Teramo', 'Università Degli Studi Di Teramo', 'Università Di Teramo', 'Universita Degli Studi Di Teramo', 'Teramo University', 'Univ. Degli Studi Di Teramo']","{'Agricultural and Biological Sciences': 1139, 'Business, Management and Accounting': 141, 'Biochemistry, Genetics and Molecular Biology': 784, 'Arts and Humanities': 119, 'Veterinary': 725, 'Mathematics': 100, 'Medicine': 678, 'Physics and Astronomy': 77, 'Immunology and Microbiology': 570, 'Multidisciplinary': 75, 'Chemistry': 406, 'Nursing': 64, 'Social Sciences': 324, 'Materials Science': 61, 'Engineering': 250, 'Health Professions': 58, 'Environmental Science': 235, 'Energy': 52, 'Pharmacology, Toxicology and Pharmaceutics': 197, 'Decision Sciences': 48, 'Computer Science': 185, 'Earth and Planetary Sciences': 25, 'Economics, Econometrics and Finance': 177, 'Psychology': 25, 'Chemical Engineering': 161, 'Dentistry': 12}","Viale Crucioli 120, Teramo",Teramo,710.0,3753.0,"3,753",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60019089&st1=Università%degli%Studi%di%Teramo&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60019089&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60019089&st1=Università degli Studi di Teramo&origin=AffiliationProfile,IT0081
61,68,2295,Università IUAV di Venezia (Istituto universitario di architettura di Venezia),2917,2839,2863,https://www.scopus.com/affil/profile.uri?afid=60015466,60015466.0,"['Università Iuav Di Venezia', 'University Iuav Of Venice', 'Iuav University Of Venice', 'Iuav', 'Iuav University', 'University Iuav Of Venezia', 'Istituto Universitario Di Architettura Di Venezia', 'University Iuav', 'Università Iuav', 'Istituto Universitario Di Architettura']","{'Engineering': 977, 'Psychology': 70, 'Social Sciences': 681, 'Decision Sciences': 54, 'Arts and Humanities': 435, 'Chemistry': 41, 'Computer Science': 366, 'Medicine': 35, 'Environmental Science': 323, 'Neuroscience': 33, 'Mathematics': 248, 'Chemical Engineering': 18, 'Materials Science': 239, 'Multidisciplinary': 14, 'Earth and Planetary Sciences': 168, 'Veterinary': 14, 'Energy': 150, 'Biochemistry, Genetics and Molecular Biology': 11, 'Economics, Econometrics and Finance': 114, 'Health Professions': 5, 'Physics and Astronomy': 107, 'Immunology and Microbiology': 1, 'Agricultural and Biological Sciences': 106, 'Pharmacology, Toxicology and Pharmaceutics': 1}","Via Santa Croce 191, Venice",Venezia,543.0,2165.0,"2,174",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60015466&st1=Università%IUAV%di%Venezia&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60015466&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60015466&origin=AffiliationProfile,IT0092
62,71,2540,Università di Macerata (Università degli Studi di Macerata),2926,2580,3407,https://www.scopus.com/affil/profile.uri?afid=60027141,60027141.0,"['University Of Macerata', 'Università Di Macerata', 'Università Degli Studi Di Macerata', 'Universita Di Macerata', 'Universita Degli Studi Di Macerata', 'Cultural Heritage And Tourism University Of Macerata']","{'Social Sciences': 1099, 'Physics and Astronomy': 47, 'Arts and Humanities': 778, 'Pharmacology, Toxicology and Pharmaceutics': 38, 'Business, Management and Accounting': 362, 'Nursing': 28, 'Economics, Econometrics and Finance': 359, 'Earth and Planetary Sciences': 25, 'Medicine': 290, 'Chemistry': 23, 'Computer Science': 190, 'Chemical Engineering': 18, 'Mathematics': 181, 'Multidisciplinary': 18, 'Environmental Science': 175, 'Neuroscience': 17, 'Psychology': 107, 'Immunology and Microbiology': 14, 'Engineering': 94, 'Health Professions': 12, 'Decision Sciences': 90, 'Materials Science': 10, 'Agricultural and Biological Sciences': 84, 'Veterinary': 6, 'Biochemistry, Genetics and Molecular Biology': 59, 'Dentistry': 5}","Piaggia dell'Università 2, Macerata",Macerata,468.0,2426.0,"2,426",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60027141&st1=Università%degli%Studi%di%Macerata&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60027141&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60027141&st1=Università degli Studi di Macerata&origin=AffiliationProfile,IT0032
63,72,2673,Università degli Studi di Enna Kore,8774,2632,1966,https://www.scopus.com/affil/profile.uri?afid=60104092,60104092.0,"['Kore University Of Enna', 'University Of Enna Kore', 'Kore University', 'Università Degli Studi Di Enna Kore', 'University Of Enna “kore”', 'Università Kore', 'Università Di Enna Kore', 'Università Degli Studi Di Enna “kore”', '“kore” University Of Enna', 'University Kore Of Enna']","{'Physics and Astronomy': 622, 'Chemical Engineering': 103, 'Engineering': 572, 'Business, Management and Accounting': 102, 'Computer Science': 416, 'Neuroscience': 70, 'Social Sciences': 380, 'Health Professions': 69, 'Medicine': 331, 'Chemistry': 68, 'Psychology': 307, 'Agricultural and Biological Sciences': 57, 'Environmental Science': 253, 'Economics, Econometrics and Finance': 51, 'Mathematics': 199, 'Multidisciplinary': 27, 'Biochemistry, Genetics and Molecular Biology': 138, 'Decision Sciences': 26, 'Energy': 137, 'Nursing': 23, 'Materials Science': 125, 'Immunology and Microbiology': 19, 'Arts and Humanities': 123, 'Pharmacology, Toxicology and Pharmaceutics': 13}","Cittadella universitaria, Enna",Enna,323.0,2492.0,"2,492",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60104092&st1=Università%degli%Studi%di%Enna%&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60104092&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60104092&st1=Università degli Studi di Enna &origin=AffiliationProfile,IT0022
64,73,2780,Università degli Studi Guglielmo Marconi,7878,4069,1999,https://www.scopus.com/affil/profile.uri?afid=60105927,60105927.0,"['Guglielmo Marconi University', 'Università Degli Studi Guglielmo Marconi', 'University Guglielmo Marconi', 'Università Guglielmo Marconi', 'Universitá Degli Studi Guglielmo Marconi', 'Università “guglielmo Marconi”', 'Universita Degli Studi Guglielmo Marconi', '“guglielmo Marconi” University', ""Università 'guglielmo Marconi'"", 'Univ. Degli Studi Guglielmo Marconi']","{'Engineering': 242, 'Chemistry': 36, 'Physics and Astronomy': 217, 'Decision Sciences': 25, 'Medicine': 190, 'Earth and Planetary Sciences': 24, 'Computer Science': 183, 'Pharmacology, Toxicology and Pharmaceutics': 24, 'Mathematics': 87, 'Agricultural and Biological Sciences': 22, 'Energy': 77, 'Arts and Humanities': 22, 'Materials Science': 75, 'Neuroscience': 21, 'Biochemistry, Genetics and Molecular Biology': 70, 'Chemical Engineering': 18, 'Social Sciences': 67, 'Immunology and Microbiology': 13, 'Environmental Science': 49, 'Multidisciplinary': 9, 'Business, Management and Accounting': 45, 'Dentistry': 7, 'Economics, Econometrics and Finance': 45, 'Health Professions': 4}","Via Plinio, 44, Rome",Roma,135.0,982.0,982,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60105927&st1=Universita%degli%Studi%Guglielmo%Marconi&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60105927&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60105927&st1=Universita degli Studi Guglielmo Marconi&origin=AffiliationProfile,IT0072
65,74,2975,Università di Roma LUMSA (Libera Università Maria SS Assunta),4734,3418,3365,https://www.scopus.com/affil/profile.uri?afid=60004975,60004975.0,"['Lumsa University', 'Libera Università Maria Ss. Assunta', 'Lumsa University Of Rome', 'Lumsa', 'Università Lumsa', 'University Lumsa', 'Libera Università Maria Ss. Assunta (lumsa)', 'Università Lumsa Di Roma', 'Libera Università Maria Ss Assunta', 'Lumsa University Of Roma']","{'Medicine': 392, 'Engineering': 32, 'Social Sciences': 370, 'Energy': 27, 'Psychology': 331, 'Pharmacology, Toxicology and Pharmaceutics': 22, 'Arts and Humanities': 232, 'Nursing': 18, 'Economics, Econometrics and Finance': 201, 'Multidisciplinary': 17, 'Business, Management and Accounting': 197, 'Agricultural and Biological Sciences': 15, 'Neuroscience': 102, 'Health Professions': 9, 'Environmental Science': 96, 'Earth and Planetary Sciences': 5, 'Computer Science': 59, 'Chemical Engineering': 4, 'Mathematics': 56, 'Chemistry': 2, 'Biochemistry, Genetics and Molecular Biology': 54, 'Dentistry': 2, 'Immunology and Microbiology': 45, 'Materials Science': 2}","Via della Traspontina, 21, Rome",Roma,231.0,1325.0,"1,325",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60004975&st1=Libera%Università%Maria%Ss.%Assunta&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60004975&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60004975&st1=Libera Università Maria Ss. Assunta&origin=AffiliationProfile,IT0066
